Input-node Gene Symbol,Input-node GeneID,Output-node Gene Symbol,Output-node GeneID,Edge direction score
IGFBP3,3486,PAPPA2,60676,0.952
PAK1,5058,FOXO1,2308,0.966
CREBBP,1387,TRIP4,9325,0.952
SAP30,8819,NCOR1,9611,0.55
MAP2K1,5604,CPNE1,8904,0.895
CFL1,1072,CLCN5,1184,0.798
TGFBR2,7048,STRAP,11171,0.919
HOXD13,3239,MEIS1,4211,0.984
RGS9,8787,GNB5,10681,0.951
TNFRSF14,8764,WDR73,84942,0.951
TUBB,203068,MX1,4599,0.896
CHIC2,26511,MDFI,4188,0.901
RARA,5914,UBE3A,7337,0.966
MARCKS,4082,TOB1,10140,0.901
YWHAG,7532,EWSR1,2130,0.743
TAF4,6874,TAF9,6880,0.55
GRIK5,2901,GOLM1,51280,0.952
PPP1R9B,84687,RPS6KB1,6198,0.883
MCM10,55388,CDC7,8317,0.895
CD151,977,ITGA6,3655,0.999
NOTCH1,4851,MAML2,84441,0.901
SCG5,6447,UBQLN4,56893,0.732
TNFRSF13C,115650,TNFSF13B,10673,0.983
COL17A1,1308,ACTN1,87,0.951
ITGAL,3683,ICAM5,7087,0.993
ATXN3,4287,RAD23B,5887,0.895
LRP6,4040,ANTXR1,84168,0.967
HSP90AA1,3320,BIRC5,332,0.743
TBP,6908,FOXF2,2295,0.984
CTNNB1,1499,SMAD4,4089,0.901
CLUAP1,23059,MAGEA11,4110,0.951
IRAK1,3654,TOLLIP,54472,0.862
CNR1,1268,GNAI3,2773,0.879
NPM1,4869,PARP1,142,0.951
CREBBP,1387,MYC,4609,0.55
40179,6303,RPLP1,6176,0.951
SKP2,6502,CCNT1,904,0.952
PIAS1,8554,TBP,6908,0.952
ZNF250,58500,LDOC1,23641,0.902
NCK2,8440,KIAA1217,56243,0.951
SKIL,6498,SNRNP70,6625,0.547
SFRS2,6427,CIR,9541,0.952
MLLT3,4300,AFF1,4299,0.902
PTPN6,5777,PTK2B,2185,0.988
GAB2,9846,MAPK3,5595,0.951
PEX6,5190,SMAD3,4088,0.984
DAXX,1616,AR,367,0.966
IKBKAP,8518,MAPK8,5599,0.743
RCC1,1104,HIST2H2BE,8349,0.952
PTPN7,5778,MAPK3,5595,0.951
USP7,7874,KLHL8,57563,0.984
SIX3,6496,PAX6,5080,0.55
RANBP2,5903,XPO1,7514,0.967
SULT1E1,6783,C14orf1,11161,0.595
SPN,6693,CTNNB1,1499,0.862
RAC3,5881,AR,367,0.984
MEP1B,4225,PRKACA,5566,0.681
CREBBP,1387,SPI1,6688,0.984
HAPLN1,1404,MMP3,4314,0.964
ATM,472,E2F1,1869,0.984
C1orf103,55791,RRM1,6240,0.862
TOM1L1,10040,TUBA1B,10376,0.994
HBEGF,1839,ZBTB16,7704,0.967
SF3B2,10992,TCERG1,10915,0.964
PTMA,5757,PCNA,5111,0.984
FGFR4,2264,STAT3,6774,0.998
RAB25,57111,MED31,51003,0.952
EPB41L1,2036,AGAP2,116986,0.798
ERBB3,2065,SHC1,6464,0.962
ALAS1,211,TK1,7083,0.821
GNB2L1,10399,TP73,7161,0.952
VPS37C,55048,DOCK1,1793,0.8
CHP,11261,PRSS23,11098,0.558
MLLT4,4301,RAP1GAP,5909,0.951
GJA1,2697,MAPK7,5598,0.862
PLD2,5338,AMPH,273,0.895
DAB1,1600,PTPN11,5781,0.532
MAPK8,5599,NR3C1,2908,0.901
CCND1,595,AR,367,0.55
WDYHV1,55093,MDFI,4188,0.901
SET,6418,MLL,4297,0.936
CSTF2,1478,SYMPK,8189,0.558
NR3C1,2908,CREBBP,1387,0.984
DVL1,1855,SMAD4,4089,0.901
BAX,581,BID,637,0.999
KIAA1377,57562,RBM23,55147,0.901
TAZ,6901,CHGB,1114,0.558
GNA12,2768,CDH1,999,0.983
RAB5A,5868,SDCBP,6386,0.667
PCSK5,5125,AMH,268,0.743
GRB10,2887,MAP2K1,5604,0.951
CCKAR,886,CCK,885,0.998
PIP4K2C,79837,MPRIP,23164,0.984
FAF1,11124,SIRT6,51548,0.862
RANBP9,10048,FMR1,2332,0.862
CEBPB,1051,ELK1,2002,0.55
NR3C1,2908,MED14,9282,0.966
GEMIN7,79760,SNRPE,6635,0.67
CASK,8573,RAB3A,5864,0.951
LSM5,23658,HNRNPD,3184,0.951
NCOR2,9612,NR2F1,7025,0.984
WNT5B,81029,APPBP2,10513,0.862
ING1,3621,PCNA,5111,0.984
PRKAR1A,5573,AKAP1,8165,0.667
RYR1,6261,LUC7L2,51631,0.798
GRB2,2885,CBL,867,0.743
KNG1,3827,HABP2,3026,0.967
GTF2E2,2961,GTF2A1,2957,0.966
CTBP1,1487,IKZF1,10320,0.952
PRG2,5553,AKT1,207,0.756
MYST2,11143,127557,127557,0.984
EPOR,2057,SOCS3,9021,0.967
TUBB,203068,NPHP1,4867,0.901
FGFR3,2261,STAT1,6772,0.931
STAU1,6780,RPL7A,6130,0.895
CACNA1A,773,SYT1,6857,0.895
ATXN1L,342371,COIL,8161,0.936
LRP8,7804,GRIN1,2902,1
MDFI,4188,C8orf48,157773,0.743
CREB3L3,84699,NFIL3,4783,0.952
NOS1,4842,CAMK1,8536,0.862
NCOA1,8648,TEAD2,8463,0.984
TRPC3,7222,NAPA,8775,0.558
C5AR1,728,C5,727,0.989
ERBB4,2066,ADAM17,6868,0.967
TGFBR1,7046,STRAP,11171,0.951
EXT2,2132,ANXA7,310,0.901
DRD5,1816,GNA12,2768,0.993
BMP1,649,LAMB3,3914,0.798
APPL1,26060,RBBP7,5931,0.794
GNAS,2778,GNB1,2782,0.967
UBE2D2,7322,NEDD4,4734,0.743
SIPA1,6494,PLCB3,5331,0.984
PLK1,5347,FBXL5,26234,0.895
SEMA3F,6405,UBA1,7317,0.862
DUSP1,1843,HSPA4,3308,0.732
MYB,4602,ZFHX3,463,0.823
TICAM1,148022,TNFAIP3,7128,0.862
PDGFRA,5156,PIK3R1,5295,1
BTRC,8945,RELA,5970,0.901
AP1M1,8907,FXR2,9513,0.951
LASP1,3927,CDK7,1022,0.984
CRK,1398,REPS1,85021,0.862
CSNK2A1,1457,AIP,9049,0.558
TUBG1,7283,PLK1,5347,0.951
ZCCHC10,54819,THAP1,55145,0.732
PTH1R,5745,PTHLH,5744,0.999
APP,351,ITM2B,9445,0.732
CBL,867,SORBS1,10580,0.984
MAPK3,5595,ESR1,2099,0.901
COL4A6,1288,APP,351,0.922
SNCA,6622,MAP1B,4131,0.743
GTF3C2,2976,GTF3A,2971,0.984
PIK3R1,5295,FASLG,356,0.87
POLB,5423,TLE1,7088,0.984
TNFRSF25,8718,TNFSF15,9966,0.694
BEND5,79656,USP2,9099,0.951
HSPA9,3313,YWHAG,7532,0.96
IKBKG,8517,RAB11B,9230,0.862
TNNT1,7138,TMEM98,26022,0.732
PRKACA,5566,RASGRF1,5923,0.595
APP,351,HTRA2,27429,0.951
MAGED1,9500,PJA1,64219,0.951
NCOA2,10499,DLX5,1749,0.823
AP1M1,8907,TIFA,92610,0.64
INPPL1,3636,SORBS1,10580,0.984
ANXA7,310,MLL4,9757,0.966
PPIA,5478,CD99,4267,0.862
RAVER1,125950,ACTN1,87,0.951
TAX1BP1,8887,PRKG1,5592,0.901
CACNA1C,775,SRI,6717,0.798
DLG2,1740,ABCA1,19,0.967
STAT4,6775,JUN,3725,0.966
TRAF4,9618,4687,4687,0.862
TAL1,6886,LMO1,4004,0.984
HK1,3098,SCMH1,22955,0.732
ADRB1,153,SH3GL2,6456,0.967
FEN1,2237,CDK2,1017,0.984
EIF6,3692,PRKCB,5579,0.687
MED8,112950,MED7,9443,0.966
MBP,4155,CLK1,1195,0.951
NSF,4905,LUC7L2,51631,0.951
WDR47,22911,TCEA2,6919,0.732
GNAI3,2773,NUCB1,4924,0.967
N4BP3,23138,NEDD4,4734,0.732
TNNT1,7138,PSMC5,5705,0.984
FRZB,2487,ELF5,2001,0.707
GIT1,28964,400714,400714,0.984
EXOSC4,54512,SKIV2L,6499,0.952
KIAA1279,26128,ZNF670,93474,0.984
LHX3,8022,IFT172,26160,0.952
DLG5,9231,SORBS3,10174,0.952
F10,2159,PLAT,5327,0.951
UCP2,7351,YWHAG,7532,0.984
LNX1,84708,KRTAP4-12,83755,0.821
ARF1,375,C4orf14,84273,0.895
NR3C1,2908,SMARCB1,6598,0.902
GMEB1,10691,SNIP1,79753,0.964
MDFI,4188,ZNF559,84527,0.952
CXCL11,6373,CCR3,1232,0.829
HNRNPK,3190,PCBP2,5094,0.966
ATN1,1822,ALG13,79868,0.778
TNNT1,7138,TNNI2,7136,0.901
C8orf33,65265,KBTBD7,84078,0.952
INPP5D,3635,FLT3,2322,0.984
TRIB3,57761,MKNK2,2872,0.952
IL2RG,3561,SHC1,6464,0.962
ID3,3399,MYOG,4656,0.55
ATPIF1,93974,CHD3,1107,0.951
CD2,914,CD5,921,0.862
SKIL,6498,SMAD1,4086,0.966
IL7R,3575,STAT5B,6777,0.999
CDK4,1019,CDKN2A,1029,0.984
CALR,811,THBS1,7057,0.618
IGF2R,3482,CTSD,1509,0.998
TSC22D4,81628,TEX11,56159,0.952
HERC3,8916,UBA52,7311,0.558
PRPF40A,55660,CRKRS,51755,0.732
P4HB,5034,PPP3CB,5532,0.732
PIK3R2,5296,TGFBR1,7046,0.756
MAPK6,5597,ZNF205,7755,0.966
YWHAZ,7534,MAPT,4137,0.595
ARIH1,25820,UBE2L3,7332,0.926
RBPMS,11030,ZNF581,51545,0.902
SHANK1,50944,RPS6KA3,6197,0.967
TUBB2B,347733,PAFAH1B3,5050,0.862
NOTCH1,4851,SMAD3,4088,0.984
MPDZ,8777,KIT,3815,0.974
SOCS1,8651,TRIM8,81603,0.984
RARG,5916,NCOA1,8648,0.55
SRC,6714,ADAM12,8038,0.743
TANK,10010,TBK1,29110,0.798
UBQLN4,56893,ELF5,2001,0.984
GABRB2,2561,TRAK2,66008,0.951
BCL10,8915,CASP9,842,0.951
SFRS4,6429,FUS,2521,0.798
LMO2,4005,NHLH1,4807,0.984
SMARCB1,6598,PPP1R15A,23645,0.966
HSP90AA1,3320,AHR,196,0.984
ATF7IP,55729,SDK1,221935,0.901
TSG101,7251,VPS37C,55048,0.558
TAP1,6890,KRTAP4-12,83755,0.821
POU5F1,5460,SOX2,6657,0.984
BMPR1A,657,BMP2,650,0.999
MYCBP,26292,MYC,4609,0.839
TNFRSF8,943,TRAF3,7187,0.997
TGFBI,7045,FN1,2335,0.798
GNAI1,2770,RASD1,51655,0.901
EGFR,1956,NCK2,8440,0.901
PPP1CA,5499,RB1,5925,0.952
MTA2,9219,SPEN,23013,0.707
TSPYL2,64061,COIL,8161,0.984
EPB41L1,2036,STARD13,90627,0.611
TP53,7157,USP7,7874,0.55
GABRA1,2554,PPP3CA,5530,0.862
PPP2R5C,5527,PPP2R1B,5519,0.558
ARHGDIA,396,TRIM13,10206,0.952
SHC1,6464,MAPK1,5594,0.951
ANKRD2,26287,YBX1,4904,0.964
NEK2,4751,PDE4DIP,9659,0.895
GSK3B,2932,RBPJ,3516,0.984
ACCN3,9311,INADL,10207,0.952
EPHA3,2042,CRK,1398,1
EGFR,1956,CAMK2A,815,0.901
ITGA4,3676,PXN,5829,0.909
KRAS,3845,RASSF5,83593,0.8
PTPRA,5786,SRC,6714,0.931
CTNNA1,1495,CTBP1,1487,0.984
APOE,348,A2M,2,0.949
CEBPB,1051,CREB1,1385,0.936
EPOR,2057,GRAP,10750,0.967
SMAD4,4089,DCP1A,55802,0.55
DLG3,1741,KIF1B,23095,0.994
FGF1,2246,RPS2,6187,0.862
GHRL,51738,LEP,3952,0.829
MAP2K4,6416,ZAK,51776,0.984
UBE2V2,7336,MOBKL3,25843,0.798
RPS6KA5,9252,SMAD6,4091,0.966
SEMA6A,57556,SH3RF1,57630,0.798
MECP2,4204,SMARCA2,6595,0.707
TK1,7083,MSH2,4436,0.901
YWHAZ,7534,DFFA,1676,0.862
TNFRSF19,55504,TRAF6,7189,0.998
FAM46C,54855,PLK4,10733,0.798
ITGAL,3683,F11R,50848,0.999
KRT6A,3853,CCDC85B,11007,0.926
EBI3,10148,MDFI,4188,0.951
JAK1,3716,PRKCZ,5590,0.967
TSG101,7251,TNNT3,7140,0.558
FRAP1,2475,CDC37,11140,0.984
PTPN1,5770,TRPV6,55503,0.862
UBB,7314,SH3KBP1,30011,0.55
MCM10,55388,ORC2L,4999,0.895
TP53BP2,7159,RELA,5970,0.951
UBE2I,7329,SUMO1,7341,0.743
SHC1,6464,GRB2,2885,0.589
PIN4,5303,EZH2,2146,0.8
CD4,920,PIK3R1,5295,0.974
RERE,473,TRIM22,10346,0.902
UBA3,9039,NEDD8,4738,0.798
SF1,7536,RBPMS,11030,0.707
HIPK2,28996,NKX3-1,4824,0.952
RIF1,55183,BRD7,29117,0.984
TRAT1,50852,LYN,4067,0.891
RING1,6015,CBX7,23492,0.952
PRKCZ,5590,MAPK1,5594,0.901
PDCD2,5134,NFKBIB,4793,0.966
PPP1R16A,84988,FAM101B,359845,0.862
NPHS1,4868,CD2AP,23607,0.926
COL1A2,1278,DCN,1634,0.798
ELK1,2002,CEBPB,1051,0.901
IL1R2,7850,IL1B,3553,0.998
FYB,2533,FYN,2534,0.945
ZNF8,7554,SMAD5,4090,0.984
CASP6,839,TFAP2A,7020,0.984
HSPA1A,3303,HCFC1,3054,0.952
JAK2,3717,CTLA4,1493,0.855
SPHK1,8877,RPS6KC1,26750,0.895
KIT,3815,SH2B2,10603,0.895
RHOD,29984,ACVR1,90,0.945
DDR2,4921,SHC1,6464,1
PLCG1,5335,LAT2,7462,0.951
RUNX2,860,EP300,2033,0.902
SUMO4,387082,HNRNPD,3184,0.743
DDR1,780,RGS2,5997,0.993
TAP2,6891,TAP1,6890,0.862
SMAD7,4092,ASH1L,55870,0.952
PAK3,5063,RAF1,5894,0.732
SUMO4,387082,ZNF259,8882,0.952
FN1,2335,TGM2,7052,0.951
SP1,6667,SOX8,30812,0.984
PRKACA,5566,SLC2A2,6514,0.862
RGS3,5998,GLS2,27165,0.667
SMAD3,4088,TP53,7157,0.55
UCN3,114131,CRHR1,1394,0.681
CRKRS,51755,POLR2A,5430,0.984
DNMT3L,29947,DNMT3B,1789,0.984
SP1,6667,SREBF2,6721,0.952
JMJD1C,221037,AR,367,0.984
NOS2,4843,CALM1,801,0.845
TAF1B,9014,TRIM24,8805,0.55
ESR1,2099,PRPF6,24148,0.667
GRK6,2870,GIT1,28964,0.967
MAPK14,1432,CREB1,1385,0.966
FYN,2534,CD5,921,0.862
TEC,7006,PIK3R3,8503,0.862
ACTR3,10096,CDC42,998,0.951
ZNF24,7572,ZNF434,54925,0.984
TUBA3C,7278,SIAH1,6477,0.952
MTA2,9219,RBBP4,5928,0.707
BRCA1,672,NUFIP1,26747,0.732
UBQLN4,56893,RNF11,26994,0.901
CCNA1,8900,RBL1,5933,0.984
SPAG9,9043,MAX,4149,0.984
CAV3,859,INSR,3643,0.974
ST13,6767,ASF1A,25842,0.951
PSMA1,5682,TSC22D4,81628,0.864
NBR1,4077,ATXN1L,342371,0.862
RAP1A,5906,RAF1,5894,0.862
NKX2-1,7080,WWTR1,25937,0.951
FGA,2243,F13A1,2162,0.704
CASK,8573,ATP2B4,493,0.951
TK1,7083,HMGXB3,22993,0.984
SMN1,6606,PHF17,79960,0.952
ORC2L,4999,RPA2,6118,0.558
TNFSF11,8600,AKT1,207,0.756
WTAP,9589,WT1,7490,0.896
GPRASP2,114928,SNAPIN,23557,0.822
EVPL,2125,DSP,1832,0.798
RAB5A,5868,RABEP1,9135,0.964
ATN1,1822,WWP1,11059,0.901
TRAF1,7185,CASP8,841,0.901
RP4-691N24.1,22981,RIBC2,26150,0.743
NR1H2,7376,FOXO3,2309,0.966
EPOR,2057,JAK2,3717,0.63
RAC2,5880,GDI1,2664,0.558
NCOR2,9612,SP1,6667,0.55
GAB2,9846,SP1,6667,0.984
CREBBP,1387,MYB,4602,0.823
SHC1,6464,DUSP23,54935,0.951
YWHAQ,10971,LARP1,23367,0.966
CHD3,1107,PCMT1,5110,0.743
RFXANK,8625,RFX5,5993,0.984
PRDX6,9588,HNF4G,3174,0.984
FLAD1,80308,TRIM23,373,0.951
GPR37,2861,STUB1,10273,0.979
PIK3CD,5293,YWHAQ,10971,0.951
SIAH1,6477,KIF22,3835,0.667
MMP14,4323,MMP2,4313,0.636
KRT15,3866,CCDC101,112869,0.798
SUMO4,387082,ALDOA,226,0.743
WDYHV1,55093,HSD17B14,51171,0.895
YBX1,4904,PURA,5813,0.966
MXD1,4084,SIN3A,25942,0.707
ITGA2,3673,COL1A1,1277,0.999
PTK2B,2185,GRIN2A,2903,0.901
SMAD3,4088,ZEB1,6935,0.984
PRKCG,5582,PNMA1,9240,0.951
TRA@,6955,CANX,821,0.756
HNRNPH3,3189,PIM2,11040,0.895
LRP8,7804,DAB1,1600,1
SHB,6461,GRB2,2885,0.974
FYN,2534,YTHDC1,91746,0.951
NOLC1,9221,GTF2B,2959,0.952
ARAF,369,TH1L,51497,0.558
TNNT1,7138,BLOC1S2,282991,0.743
HDAC1,3065,ZNF76,7629,0.902
CCNH,902,AR,367,0.55
KCNAB2,8514,SQSTM1,8878,0.743
SEMG2,6407,PRKAR2A,5576,0.951
FBXL18,80028,CALCOCO2,10241,0.895
TRAF2,7186,SIAH2,6478,0.996
RUNX1T1,862,220766,220766,0.862
ADRA2A,150,GNAI2,2771,0.891
CHGB,1114,TWF2,11344,0.558
NTRK3,4916,SHC1,6464,0.999
TAF1,6872,TAF12,6883,0.984
NRIP1,8204,AHR,196,0.984
NME3,4832,NME1,4830,0.951
SYN1,6853,VIM,7431,0.862
PXN,5829,PABPC1,26986,0.862
QKI,9444,FUBP3,8939,0.952
XCR1,2829,XCL1,6375,0.862
ESR1,2099,MAPK14,1432,0.595
CCND1,595,RUNX1,861,0.984
TCF3,6929,TCF21,6943,0.984
OCLN,4950,TJP3,27134,0.732
ZNRD1,30834,CIC,23152,0.964
UXT,8409,SKP2,6502,0.951
NDUFA13,51079,EXOSC6,118460,0.798
SPTA1,6708,FANCC,2176,0.862
PLAT,5327,MAPK3,5595,0.951
CHUK,1147,FOXO3,2309,0.984
SHKBP1,92799,YWHAG,7532,0.984
NIPSNAP1,8508,DBI,1622,0.798
TNFRSF4,7293,SIVA1,10572,0.998
SLC27A6,28965,GNB2L1,10399,0.595
KIT,3815,GRAP,10750,0.951
BMX,660,STAT1,6772,0.901
EPHB1,2047,EPHB6,2051,0.77
RPS6KA3,6197,BAD,572,0.862
COL4A2,1284,MATN2,4147,0.984
RELA,5970,SP1,6667,0.966
CLDN3,1365,CLDN1,9076,0.558
APBA1,320,CCS,9973,0.951
NTRK2,4915,PLCG1,5335,0.999
HOOK2,29911,AKTIP,64400,0.895
FUSIP1,10772,SFRS12,140890,0.984
CLU,1191,PON1,5444,0.558
AHNAK,79026,CDKN2A,1029,0.984
CCNA2,890,RBL2,5934,0.966
CDC2,983,MAP4,4134,0.821
RELA,5970,HDAC1,3065,0.984
RAP1A,5906,HDAC1,3065,0.984
CLTC,1213,HIP1,3092,0.778
ESR2,2100,NCOR2,9612,0.952
TNNT1,7138,TRA2A,29896,0.951
WRN,7486,PCNA,5111,0.952
PTN,5764,NCAN,1463,0.743
PLA2G4A,5321,RPS6KA5,9252,0.951
EPB41L3,23136,ATXN1L,342371,0.951
EEF1B2,1933,ULK2,9706,0.732
XPO6,23214,VASP,7408,0.896
EPOR,2057,PTPN11,5781,0.63
ITGB2,3689,ICAM2,3384,0.654
KIAA1267,284058,CALCOCO2,10241,0.743
SUMO1,7341,SREBF1,6720,0.966
CRKL,1399,ABL1,25,0.756
SRC,6714,PECAM1,5175,0.743
C9orf86,55684,C19orf57,79173,0.896
DLG2,1740,ATP2B2,491,0.927
SUMO2,6613,C10orf2,56652,0.743
FCGRT,2217,ALB,213,0.895
ADRA1D,146,ADRA1A,148,0.77
GTF2F1,2962,AR,367,0.707
MCM7,4176,MCM6,4175,0.732
IL8RB,3579,GPRASP1,9737,0.629
PER1,5187,HIF1A,3091,0.902
PTPN6,5777,BLNK,29760,0.994
FYN,2534,RICS,9743,0.901
PRSS23,11098,ACTG1,71,0.945
FKBPL,63943,UNC119,9094,0.558
STAT4,6775,NMI,9111,0.984
SMARCB1,6598,MYC,4609,0.966
KAT5,10524,ARIH2,10425,0.936
ARIH2,10425,TP53,7157,0.952
RALYL,138046,AEBP2,121536,0.952
ACVR1,90,THRB,7068,0.951
NPNT,255743,HCK,3055,0.951
CDC2,983,GADD45A,1647,0.821
SIGIRR,59307,IRAK1,3654,0.87
GABBR1,2550,ATF5,22809,0.989
DAB1,1600,DAB2IP,153090,0.862
UNC119,9094,LAMA4,3910,0.901
HDAC1,3065,TAL1,6886,0.823
RPS27A,6233,DAZAP2,9802,0.951
BMPR1B,658,BMP7,655,0.963
PIK3CB,5291,PIK3R3,8503,0.778
C14orf1,11161,ZFP64,55734,0.984
FAF1,11124,RAP1B,5908,0.862
E2F2,1870,TFDP1,7027,0.902
AES,166,GTF2E1,2960,0.984
SDCBP2,27111,PAFAH1B3,5050,0.862
NGFRAP1,27018,TRAF5,7188,0.909
SMAD1,4086,HECW2,57520,0.732
IL1R2,7850,IL1A,3552,0.998
PTK2,5747,BCAR1,9564,0.901
RNF216,54476,RIPK1,8737,0.862
TCEA2,6919,MARK3,4140,0.558
MAP2,4133,PRKACA,5566,0.681
KRT18,3875,LDOC1,23641,0.984
RBBP7,5931,HDAC2,3066,0.984
MEF2A,4205,HDAC4,9759,0.55
TP53,7157,MSX1,4487,0.984
SKP1,6500,NFKBIB,4793,0.966
LSM8,51691,SNRPD1,6632,0.903
PLA2G1B,5319,BGN,633,0.732
KHDRBS1,10657,WBP4,11193,0.951
E2F1,1869,CDKN2A,1029,0.936
RHAG,6005,ICAM4,3386,0.798
ILK,3611,ZBTB48,3104,0.952
TACC2,10579,YEATS4,8089,0.952
RAMP1,10267,VIPR1,7433,0.999
CAMP,820,PRTN3,5657,0.951
DAPP1,27071,MIF,4282,0.862
CRMP1,1400,CCT7,10574,0.883
PLCG2,5336,KHDRBS1,10657,0.743
INHBB,3625,INHA,3623,0.798
YWHAG,7532,TAF15,8148,0.966
KAT5,10524,NDUFA4L2,56901,0.743
SUPT5H,6829,MED31,51003,0.707
TOP3B,8940,SNRPB,6628,0.513
IGFBP5,3488,IGF1,3479,0.732
GRB10,2887,RAF1,5894,0.951
GORASP2,26003,TSC22D4,81628,0.966
JUN,3725,ATF2,1386,0.902
PIK3R3,8503,LUC7L2,51631,0.901
PARP1,142,NCL,4691,0.966
PTGDS,5730,CAPN1,823,0.822
SETDB1,9869,RASGRF2,5924,0.862
PTPN7,5778,MAPK1,5594,0.901
FN1,2335,TAC1,6863,0.589
CUTC,51076,ASCC2,84164,0.558
HN1L,90861,CSNK1D,1453,0.984
PIK3R1,5295,CRK,1398,0.589
ARAF,369,YWHAG,7532,0.952
GBP2,2634,ANXA7,310,0.862
DNAJA3,9093,ATXN1,6310,0.951
CSRP2BP,57325,CSRP2,1466,0.964
ANXA6,309,CDC73,79577,0.984
XPO5,57510,SMAD4,4089,0.667
ABCA1,19,RIMS2,9699,0.895
MAP3K11,4296,MAP2K7,5609,0.895
XIAP,331,UBB,7314,0.951
ADIPOR1,51094,APPL1,26060,0.829
BCL2,596,SOD1,6647,0.732
MAGI1,9223,CTNNB1,1499,0.778
ITGB7,3695,PRKCD,5580,0.909
SIRT1,23411,RELA,5970,0.778
FCER2,2208,CR2,1380,0.862
CXCL13,10563,CCL21,6366,0.743
TANK,10010,IKBKG,8517,0.732
JUN,3725,RUNX1,861,0.984
EIF2AK2,5610,PPP2R5A,5525,0.895
EEF1G,1937,ARIH2,10425,0.966
COPS2,9318,RXRA,6256,0.55
RRM2,6241,CDC2,983,0.895
CEBPB,1051,NFKB1,4790,0.55
CDC2,983,CDKN1A,1026,0.966
TTF2,8458,MYB,4602,0.984
CHD8,57680,TOP3B,8940,0.732
DNM2,1785,TIAM2,26230,0.862
NUDT21,11051,ATXN1,6310,0.743
NELL1,4745,GFI1B,8328,0.952
PTPN12,5782,ZFP2,80108,0.984
WASF1,8936,PFN1,5216,0.667
TRAF6,7189,PSMC1,5700,0.951
PLCG1,5335,GAB1,2549,0.951
KHDRBS3,10656,LNX1,84708,0.743
CALR,811,ARRB1,408,0.984
SNTB2,6645,MAST1,22983,0.964
CPSF1,29894,TAF13,6884,0.984
C7orf64,84060,MLLT3,4300,0.966
SMN1,6606,RBBP4,5928,0.984
MAPK8,5599,ELK3,2004,0.984
RPS27A,6233,CDC6,990,0.862
RB1,5925,SP3,6670,0.823
CCR5,1234,GNAI2,2771,0.869
PHB,5245,HDAC1,3065,0.984
C19orf50,79036,RNF183,138065,0.558
DUSP6,1848,TEX11,56159,0.984
ADCYAP1,116,SCTR,6344,0.973
KIAA1267,284058,USHBP1,83878,0.964
MDFI,4188,ZNF101,94039,0.952
C4orf14,84273,ABCF3,55324,0.732
VCAN,1462,CD44,960,0.857
AURKA,6790,PPP1CC,5501,0.732
SGSM2,9905,PTN,5764,0.87
COL1A1,1277,TXN,7295,0.862
PTPRS,5802,KAT5,10524,0.967
TGIF1,7050,HMGB1,3146,0.902
TAC3,6866,IKBKAP,8518,0.983
BMPER,168667,BMP2,650,0.558
CSNK2A1,1457,ATF1,466,0.984
HIST2H2BE,8349,NAP1L4,4676,0.513
DYNLL1,8655,MTA1,9112,0.901
RTN4,57142,CRMP1,1400,0.681
KCNK15,60598,YWHAB,7529,0.798
HGS,9146,NMI,9111,0.984
GATA2,2624,JUN,3725,0.55
CAMK4,814,HDAC4,9759,0.984
GNB2,2783,GNG7,2788,0.895
MAGEA1,4100,UQCRB,7381,0.558
CBLB,868,TRIM27,5987,0.952
C3orf63,23272,TBC1D4,9882,0.964
AGTR1,185,HRAS,3265,0.967
JAK2,3717,BCR,613,0.967
CCNB1,891,CDC25A,993,0.994
DOCK7,85440,TK1,7083,0.821
UCHL3,7347,ATXN7L3,56970,0.895
HDAC2,3066,CTBP1,1487,0.936
ABI1,10006,NIN,51199,0.862
TGFBR1,7046,WDR61,80349,0.951
PML,5371,PAXIP1,22976,0.902
DNAJC7,7266,SMAD2,4087,0.895
PRL,5617,PPIB,5479,0.732
TUBB2B,347733,BID,637,0.895
JAK2,3717,SH2B2,10603,0.967
IL4R,3566,JAK2,3717,0.77
ITFG1,81533,CDC73,79577,0.964
ESR1,2099,POU4F2,5458,0.984
UBE2I,7329,SATB1,6304,0.984
TAF1,6872,SUB1,10923,0.966
DLG4,1742,LRP2,4036,0.962
ITGB4,3691,PTK2,5747,0.963
RIT2,6014,VCL,7414,0.743
CEBPA,1050,MSX2,4488,0.936
AKT1,207,IKBKB,3551,0.743
UBE2L3,7332,UBE3A,7337,0.984
SSTR2,6752,GNA14,9630,0.596
TRAF3,7187,TNFRSF14,8764,0.903
PRKCB,5579,RB1,5925,0.984
TCF4,6925,ID4,3400,0.952
TNFRSF14,8764,NRIP1,8204,0.951
BCR,613,YWHAH,7533,0.901
ACTC1,70,HSPB1,3315,0.862
MAP3K7IP1,10454,PHC2,1912,0.862
SORBS2,8470,FLOT1,10211,0.798
UNC119,9094,CDKN1A,1026,0.966
NIPSNAP3A,25934,HAP1,9001,0.8
MAPK4,5596,CCND3,896,0.964
GP6,51206,YES1,7525,0.732
GATAD2A,54815,MBD2,8932,0.964
LNX1,84708,LDOC1,23641,0.966
MCM2,4171,MPP3,4356,0.984
NOC4L,79050,SSSCA1,10534,0.964
MDM2,4193,TP73,7161,0.984
TFAP2A,7020,CITED4,163732,0.895
LRP2,4036,DAB1,1600,0.845
PCDH1,5097,SMAD3,4088,0.984
IKZF4,64375,IKZF5,64376,0.67
SH3GL1,6455,KPNA3,3839,0.951
